id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context,branding
114145862,False,Аналитик Power BI,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-12-19T08:05:54+0300,2024-12-19T08:05:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114145862,True,,https://api.hh.ru/vacancies/114145862?host=hh.ru,https://hh.ru/vacancy/114145862,[],"{'id': '9872238', 'name': 'BI GLOBAL', 'url': 'https://api.hh.ru/employers/9872238', 'alternate_url': 'https://hh.ru/employer/9872238', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6053638.jpeg', '90': 'https://img.hhcdn.ru/employer-logo/6053637.jpeg', 'original': 'https://img.hhcdn.ru/employer-logo-original/1108259.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9872238', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее профессиональное образование (экономика, финансы, компьютерные науки, информационные системы или смежные области). Наличие реализованных отчетов на платформе Power BI. ', 'responsibility': 'Анализ бизнес-требований и формулирование соответствующих запросов к данным. <highlighttext>Разработка</highlighttext> и реализация отчетов/дэшбордов и аналитических моделей для поддержки принятия...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}"
112722233,False,Дизайнер интерьера,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 250000, 'to': 500000, 'currency': 'KZT', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Жумекена Нажимеденова', 'building': '16', 'lat': 51.117811, 'lng': 71.479603, 'description': None, 'raw': 'Астана, улица Жумекена Нажимеденова, 16', 'metro': None, 'metro_stations': [], 'id': '15848238'}",,,2024-12-07T13:06:03+0300,2024-12-07T13:06:03+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=112722233,,,https://api.hh.ru/vacancies/112722233?host=hh.ru,https://hh.ru/vacancy/112722233,[],"{'id': '3335324', 'name': 'Grandhouse', 'url': 'https://api.hh.ru/employers/3335324', 'alternate_url': 'https://hh.ru/employer/3335324', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/515734.jpg', '90': 'https://img.hhcdn.ru/employer-logo/2504516.jpeg', '240': 'https://img.hhcdn.ru/employer-logo/2504517.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3335324', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание программ Autocad, 3D max, Corel, Fotoshop. Творчество. Креативность. Коммуникабельность. Ответственность.', 'responsibility': '<highlighttext>Разработка</highlighttext> дизайн-проектов. <highlighttext>Разработка</highlighttext> рабочей документации. Планирование стильных, эргономичных и функциональных интерьеров. Составление сметы. Подбор и поиск материалов, мебели, сантехнического...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно сменами по\xa04-6\xa0часов в\xa0день'}]",[],False,[],[],"[{'id': 'HOURS_4', 'name': '4\xa0часа'}, {'id': 'HOURS_6', 'name': '6\xa0часов'}, {'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
113846107,False,Архитектор-проектировщик,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 300000, 'to': None, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-12-17T08:19:57+0300,2024-12-17T08:19:57+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=113846107,,,https://api.hh.ru/vacancies/113846107?host=hh.ru,https://hh.ru/vacancy/113846107,[],"{'id': '11380314', 'name': 'ГенПроект-001', 'url': 'https://api.hh.ru/employers/11380314', 'alternate_url': 'https://hh.ru/employer/11380314', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11380314', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Архитектор должен иметь высшее профессиональное (техническое или инженерно-экономическое) образование в области архитектуры и/или проектирования, и стаж работы по...', 'responsibility': 'Обследование участка, предназначенного для возведения проектируемого сооружения. <highlighttext>Разработка</highlighttext> архитектурно-строительных решений, в соответствии с местной спецификой и пожеланиями заказчика. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '14', 'name': 'Архитектор'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
113851297,False,Инженер-технолог (завод ModeX),,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': None, 'to': 650000, 'currency': 'KZT', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'проспект Акжол', 'building': '95', 'lat': 51.165301, 'lng': 71.510757, 'description': None, 'raw': 'Астана, проспект Акжол, 95', 'metro': None, 'metro_stations': [], 'id': '16655971'}",,,2024-12-17T10:00:07+0300,2024-12-17T10:00:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=113851297,,,https://api.hh.ru/vacancies/113851297?host=hh.ru,https://hh.ru/vacancy/113851297,[],"{'id': '11443161', 'name': 'ЧК BI Development Ltd.', 'url': 'https://api.hh.ru/employers/11443161', 'alternate_url': 'https://hh.ru/employer/11443161', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11443161', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '1. Высшее техническое образование (РПЗС, ПСМК, Общее строительство). 2. Опыт работы в сфере производства ЖБИ (либо в строительстве).', 'responsibility': 'Обеспечение работы согласно Нормативной документации по строительству (СП, Еврокоды и Нормы). <highlighttext>Разработка</highlighttext> Технологических правил изготовления железобетонных изделий и конструкций. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '49', 'name': 'Технолог'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}"
112848581,False,Старший менеджер в офис регионального развития,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-12-10T12:55:11+0300,2024-12-10T12:55:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=112848581,,,https://api.hh.ru/vacancies/112848581?host=hh.ru,https://hh.ru/vacancy/112848581,[],"{'id': '2995024', 'name': 'Корпоративный фонд Международный технопарк IT-стартапов «Astana Hub»', 'url': 'https://api.hh.ru/employers/2995024', 'alternate_url': 'https://hh.ru/employer/2995024', 'logo_urls': {'90': 'https://img.hhcdn.ru/employer-logo/3876431.png', '240': 'https://img.hhcdn.ru/employer-logo/3876432.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/858889.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2995024', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт курирования командой и ведение проектов. Владение навыками создания четких, структурированных и грамотно оформленных официальных писем на казахском, английском и...', 'responsibility': 'Поиск и привлечение экспертов, тренеров и тренерских компаний для реализации плана обучения и <highlighttext>разработки</highlighttext> программ. Организация тематических мероприятий, умение составлять...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '40', 'name': 'Другое'}]",True,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
111677709,False,Таргетолог,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 150000, 'to': 250000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': None, 'building': None, 'lat': 51.128422, 'lng': 71.430564, 'description': None, 'raw': 'Астана', 'metro': None, 'metro_stations': [], 'id': '16721952'}",,,2024-11-24T10:59:37+0300,2024-11-24T10:59:37+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=111677709,,,https://api.hh.ru/vacancies/111677709?host=hh.ru,https://hh.ru/vacancy/111677709,[],"{'id': '10643949', 'name': 'College hub', 'url': 'https://api.hh.ru/employers/10643949', 'alternate_url': 'https://hh.ru/employer/10643949', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1211275.png', '240': 'https://img.hhcdn.ru/employer-logo/6465550.png', '90': 'https://img.hhcdn.ru/employer-logo/6465549.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10643949', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы таргетологом: от 1 года и сильные кейсы. Знание инструментов и методик таргетированной рекламы. Умение работать с аналитическими инструментами...', 'responsibility': '<highlighttext>Разработка</highlighttext> и реализация стратегии таргетированной рекламы в социальных сетях (Facebook, Instagram, VK и т.д.). Анализ целевой аудитории и создание...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно сменами по\xa04-6\xa0часов в\xa0день'}]",[],True,[],[],"[{'id': 'HOURS_4', 'name': '4\xa0часа'}, {'id': 'HOURS_6', 'name': '6\xa0часов'}, {'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '68', 'name': 'Менеджер по маркетингу, интернет-маркетолог'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
114011548,False,Менеджер по хозяйственной части,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 120000, 'to': 160000, 'currency': 'KZT', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Нур-Султан (Астана)', 'street': 'проспект Мангилик Ел', 'building': None, 'lat': 51.098018, 'lng': 71.427887, 'description': None, 'raw': 'Нур-Султан (Астана), проспект Мангилик Ел', 'metro': None, 'metro_stations': [], 'id': '4293117'}",,,2024-12-18T09:28:41+0300,2024-12-18T09:28:41+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114011548,,,https://api.hh.ru/vacancies/114011548?host=hh.ru,https://hh.ru/vacancy/114011548,[],"{'id': '4195647', 'name': 'ГККП Государственный театр драмы и комедии имени Азербайжана Мамбетова акимата г. Астаны', 'url': 'https://api.hh.ru/employers/4195647', 'alternate_url': 'https://hh.ru/employer/4195647', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4195647', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Ответственность за хозяйственную деятельность предприятия.', 'responsibility': 'Непосредственный контроль работы клининговой компании, осуществляющий обслуживание театра, исполнение условий договора и технической спецификации; принимает участие в <highlighttext>разработке</highlighttext> планов текущего...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_7', 'name': '7 часов'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,"[{'id': '76', 'name': 'Менеджер/руководитель АХО'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
113855849,False,Инженер по промышленной безопасности,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-12-17T11:04:58+0300,2024-12-17T11:04:58+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=113855849,,,https://api.hh.ru/vacancies/113855849?host=hh.ru,https://hh.ru/vacancy/113855849,[],"{'id': '1343700', 'name': 'АДС САПА', 'url': 'https://api.hh.ru/employers/1343700', 'alternate_url': 'https://hh.ru/employer/1343700', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1124489.png', '90': 'https://img.hhcdn.ru/employer-logo/6118545.png', '240': 'https://img.hhcdn.ru/employer-logo/6118546.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1343700', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее профессиональное (техническое) образование, квалификацию специалиста в промышленной безопасности. Инициативность, обучаемость и стремление к поиску новых решений. Стрессоустойчивость и способность...', 'responsibility': '<highlighttext>Разработка</highlighttext> и составление обоснования безопасности технических и технологических решений. Проведение промышленной безопасности на строительных объектах. Выполнение дефектоскопии и диагностики технического...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '45', 'name': 'Инженер по охране труда и технике безопасности, инженер-эколог'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
114215781,False,Менеджер по персоналу,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 350000, 'to': 350000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-12-22T20:48:25+0300,2024-12-22T20:48:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114215781,,,https://api.hh.ru/vacancies/114215781?host=hh.ru,https://hh.ru/vacancy/114215781,[],"{'id': '4823409', 'name': 'DauInvest', 'url': 'https://api.hh.ru/employers/4823409', 'alternate_url': 'https://hh.ru/employer/4823409', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/841121.png', '240': 'https://img.hhcdn.ru/employer-logo/3805364.png', '90': 'https://img.hhcdn.ru/employer-logo/3805363.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4823409', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в кадровом делопроизводстве от 2 лет. Знание законодательства и опыт работы с кадровыми документами. Умение работать с кадровыми...', 'responsibility': 'Подготовка договоров по безопасности, NDA, а также должностных инструкций. <highlighttext>Разработке</highlighttext> структуры компании и штатного расписания. Определение потребностей в новых вакансиях...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '117', 'name': 'Специалист по кадрам'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
114260096,False,Технический руководитель буровых работ,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 700000, 'to': 1000000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Сыганак', 'building': '54А', 'lat': 51.124142, 'lng': 71.418113, 'description': None, 'raw': 'Астана, улица Сыганак, 54А', 'metro': None, 'metro_stations': [], 'id': '15408421'}",,,2024-12-20T07:54:51+0300,2024-12-20T07:54:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114260096,,,https://api.hh.ru/vacancies/114260096?host=hh.ru,https://hh.ru/vacancy/114260096,[],"{'id': '8977968', 'name': 'Qaz Aurum', 'url': 'https://api.hh.ru/employers/8977968', 'alternate_url': 'https://hh.ru/employer/8977968', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8977968', 'accredited_it_employer': False, 'trusted': True}","{'requirement': None, 'responsibility': '...технических осложнений, способы их предупреждения и ликвидации; требования и порядок <highlighttext>разработки</highlighttext> проектно-производственной документации на бурение скважин; порядок планирования, проектирования...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '125', 'name': 'Технический директор (CTO)'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
112842167,False,Старший методист-психолог,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 300000, 'to': 350000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2024-12-10T11:27:30+0300,2024-12-10T11:27:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=112842167,,,https://api.hh.ru/vacancies/112842167?host=hh.ru,https://hh.ru/vacancy/112842167,[],"{'id': '607571', 'name': 'Медицинский университет Астана, АО', 'url': 'https://api.hh.ru/employers/607571', 'alternate_url': 'https://hh.ru/employer/607571', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=607571', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание современных подходов и технологий в области психологии. Навыки <highlighttext>разработки</highlighttext> и проведения тренингов, семинаров и других образовательных мероприятий. Коммуникабельность. ', 'responsibility': 'Диагностика психологического состояния обучающихся и сотрудников, составление индивидуальных планов коррекции. Участие в <highlighttext>разработке</highlighttext> и реализации программ личностного роста и профессионального...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '101', 'name': 'Психолог'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
113323252,False,Менеджер по работе с клиентами,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 450000, 'to': 1750000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Динмухамеда Кунаева', 'building': '33', 'lat': 51.1307, 'lng': 71.434651, 'description': None, 'raw': 'Астана, улица Динмухамеда Кунаева, 33', 'metro': None, 'metro_stations': [], 'id': '15850143'}",,,2024-12-13T17:20:55+0300,2024-12-13T17:20:55+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=113323252,,,https://api.hh.ru/vacancies/113323252?host=hh.ru,https://hh.ru/vacancy/113323252,[],"{'id': '9590983', 'name': 'JNG', 'url': 'https://api.hh.ru/employers/9590983', 'alternate_url': 'https://hh.ru/employer/9590983', 'logo_urls': {'240': 'https://img.hhcdn.ru/employer-logo/6787771.png', '90': 'https://img.hhcdn.ru/employer-logo/6787770.png', 'original': 'https://img.hhcdn.ru/employer-logo-original/1291868.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9590983', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '1. Общительность и любовь к клиентам. 2. Опыт продаж. 3. Желание развиваться не только в карьерном росте, но и в...', 'responsibility': 'Мы не работаем с холодной базой. Задача обзванивать в CRM готовую базу теплых. Клиентов (с таргета, телеграмм, ютуб, инстаграм, воронок...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '70', 'name': 'Менеджер по продажам, менеджер по работе с клиентами'}]",True,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
114170759,False,Финансовый директор,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 1000000, 'to': None, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Сембинова', 'building': '19', 'lat': 51.174411, 'lng': 71.453669, 'description': None, 'raw': 'Астана, улица Сембинова, 19', 'metro': None, 'metro_stations': [], 'id': '4782050'}",,,2024-12-22T10:24:29+0300,2024-12-22T10:24:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114170759,,,https://api.hh.ru/vacancies/114170759?host=hh.ru,https://hh.ru/vacancy/114170759,[],"{'id': '5001476', 'name': 'HR Solutions (ТМ Белый Ветер KZ)', 'url': 'https://api.hh.ru/employers/5001476', 'alternate_url': 'https://hh.ru/employer/5001476', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5001476', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее образование по специальности ""Экономика"", ""Бухгалтерский учет и аудит"". Опыт работы на руководящей должности не менее 5 лет. ', 'responsibility': 'Организация работ по бюджетному планированию. Руководство <highlighttext>разработкой</highlighttext> стандартов финансового учета и взаимосвязи с бухгалтерским учетом. Контроль правильности составления и оформления...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '135', 'name': 'Финансовый директор (CFO)'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
114408543,False,Руководитель отдела продаж (РОП) в MedTech-стартап,,False,True,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 400000, 'to': 800000, 'currency': 'KZT', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Жошы хана', 'building': '27', 'lat': 51.107977, 'lng': 71.442961, 'description': None, 'raw': 'Астана, улица Жошы хана, 27', 'metro': None, 'metro_stations': [], 'id': '17180439'}",,,2024-12-21T14:49:21+0300,2024-12-21T14:49:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114408543,,,https://api.hh.ru/vacancies/114408543?host=hh.ru,https://hh.ru/vacancy/114408543,[],"{'id': '11055004', 'name': 'Бекмұханбет', 'url': 'https://api.hh.ru/employers/11055004', 'alternate_url': 'https://hh.ru/employer/11055004', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1274182.png', '90': 'https://img.hhcdn.ru/employer-logo/6717038.png', '240': 'https://img.hhcdn.ru/employer-logo/6717039.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11055004', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '1.Опыт работы в сфере продаж на руководящей должности (Руководитель отдела продаж, Тимлид, Супервайзер и т.д.). 2.Навыки управления командой, умение...', 'responsibility': '1.Формирование и управление командой отдела продаж: подбор, адаптация и обучение новых сотрудников. 2.Планирование и контроль KPI: постановка целей, отслеживание показателей...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '106', 'name': 'Руководитель отдела продаж'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",True,,False,,
114277651,False,Юрист со знанием английского,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-12-20T09:18:05+0300,2024-12-20T09:18:05+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=114277651,,,https://api.hh.ru/vacancies/114277651?host=hh.ru,https://hh.ru/vacancy/114277651,[],"{'id': '10059558', 'name': 'LASSELSBERGER (ЛАССЕЛСБЕРГЕР)', 'url': 'https://api.hh.ru/employers/10059558', 'alternate_url': 'https://hh.ru/employer/10059558', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1146197.png', '240': 'https://img.hhcdn.ru/employer-logo/6205354.png', '90': 'https://img.hhcdn.ru/employer-logo/6205353.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10059558', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Требуемые компетенции и знания включают в себя: Опыт работы не менее 10 лет в Республике Казахстан. Высшее юридическое образование. ', 'responsibility': 'Подготовка запросов в государственные органы и организации по вопросам деятельности Компании. <highlighttext>Разработка</highlighttext> внутренних актов по обеспечению деятельности Компании. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,"[{'id': '146', 'name': 'Юрист'}]",False,"{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,
