id,premium,name,department,has_test,response_letter_required,area,salary,salary_range,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,show_logo_in_search,show_contacts,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,fly_in_fly_out_duration,work_format,working_hours,work_schedule_by_days,accept_labor_contract,civil_law_contracts,night_shifts,professional_roles,accept_incomplete_resumes,experience,employment,employment_form,internship,adv_response_url,is_adv_vacancy,adv_context,branding,brand_snippet
130924643,False,Head of Communications,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Аскара Токпанова', 'building': '31', 'lat': 51.142212, 'lng': 71.454243, 'description': None, 'raw': 'Астана, улица Аскара Токпанова, 31', 'metro': None, 'metro_stations': [], 'id': '16259704'}",,,2026-03-09T13:11:01+0300,2026-03-09T13:11:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130924643,,False,,https://api.hh.ru/vacancies/130924643?host=hh.ru,https://hh.ru/vacancy/130924643,[],"{'id': '11237056', 'name': 'Ardingly Astana', 'url': 'https://api.hh.ru/employers/11237056', 'alternate_url': 'https://hh.ru/employer/11237056', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11237056', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Bachelor’s degree in Journalism, Communications, Marketing, Public Relations, or related field. Proven experience in communications, preferably within education or...', 'responsibility': 'The Head of Communications will be a key public face for the School, responsible for the organisation, <highlighttext>development</highlighttext>, implementation and...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '2', 'name': 'PR-менеджер'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130963627,False,Руководитель отдела продаж,,False,True,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 1000000, 'to': 3000000, 'currency': 'KZT', 'gross': False}","{'from': 1000000, 'to': 3000000, 'currency': 'KZT', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'MONTHLY', 'name': 'Раз в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}",,,,2026-03-04T13:32:17+0300,2026-03-04T13:32:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130963627,,False,,https://api.hh.ru/vacancies/130963627?host=hh.ru,https://hh.ru/vacancy/130963627,[],"{'id': '11709856', 'name': 'Таржакаев', 'url': 'https://api.hh.ru/employers/11709856', 'alternate_url': 'https://hh.ru/employer/11709856', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/7102761.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/7102762.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/7102763.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11709856', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Взаимодействие с другими отделами компании для улучшения качества продукта и клиентского опыта. Требования: Опыт работы руководителем отдела продаж от 3...', 'responsibility': '...<highlighttext>разработку</highlighttext>, внедрение и контроль эффективных стратегий продаж. Обязанности: Формирование и развитие команды отдела продаж: подбор, обучение и мотивация сотрудников. <highlighttext>Разработка</highlighttext>...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,"[{'id': '106', 'name': 'Руководитель отдела продаж'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
131002673,False,Контент-маркетолог,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 500000, 'to': None, 'currency': 'KZT', 'gross': False}","{'from': 500000, 'to': None, 'currency': 'KZT', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'MONTHLY', 'name': 'Раз в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Сауран', 'building': '18', 'lat': 51.112552, 'lng': 71.417493, 'description': None, 'raw': 'Астана, улица Сауран, 18', 'metro': None, 'metro_stations': [], 'id': '23575138'}",,,2026-03-05T13:56:17+0300,2026-03-05T13:56:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=131002673,,True,,https://api.hh.ru/vacancies/131002673?host=hh.ru,https://hh.ru/vacancy/131002673,[],"{'id': '12228970', 'name': 'Цифровое право', 'url': 'https://api.hh.ru/employers/12228970', 'alternate_url': 'https://hh.ru/employer/12228970', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=12228970', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы контент-маркетологом от 1–3 лет. — Наличие кейсов с «залетевшими» Reels (мы не про контент ради контента). — ', 'responsibility': 'Создание и публикация контента для всех социальных платформ компании (Instagram, TikTok, Telegram, Facebook). — <highlighttext>Разработка</highlighttext> контент-плана и календаря публикаций с...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_7', 'name': '7 часов'}, {'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '68', 'name': 'Менеджер по маркетингу, интернет-маркетолог'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
129239268,False,React Front-end Developer,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}",,,,2026-02-08T16:24:43+0300,2026-02-08T16:24:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=129239268,True,False,,https://api.hh.ru/vacancies/129239268?host=hh.ru,https://hh.ru/vacancy/129239268,[],"{'id': '204511', 'name': 'Itransition', 'url': 'https://api.hh.ru/employers/204511', 'alternate_url': 'https://hh.ru/employer/204511', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1387105.png', '90': 'https://img.hhcdn.ru/employer-logo/7168207.png', '240': 'https://img.hhcdn.ru/employer-logo/7168208.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=204511', 'country_id': 4, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Understanding the principles of Backend <highlighttext>development</highlighttext> regardless of the platform. Knowledge of the basics of application containerization, understanding and experience...', 'responsibility': None}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'REMOTE', 'name': 'Удалённо'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,"{'type': 'MAKEUP', 'tariff': None}",
130270040,False,Дизайнер-технолог в мебельный цех,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 300000, 'to': 350000, 'currency': 'KZT', 'gross': False}","{'from': 300000, 'to': 350000, 'currency': 'KZT', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}",,,,2026-02-09T09:25:19+0300,2026-02-09T09:25:19+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130270040,,True,,https://api.hh.ru/vacancies/130270040?host=hh.ru,https://hh.ru/vacancy/130270040,[],"{'id': '9214028', 'name': 'Анай', 'url': 'https://api.hh.ru/employers/9214028', 'alternate_url': 'https://hh.ru/employer/9214028', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/5664323.png', '90': 'https://img.hhcdn.ru/employer-logo-round/5664324.png', '240': 'https://img.hhcdn.ru/employer-logo-round/5664325.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9214028', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Умение работать с технической документацией и чертежами. -Внимание к деталям и ориентация на качество. -Хорошие коммуникативные навыки, умение работать в...', 'responsibility': '<highlighttext>Разработка</highlighttext> и оптимизация технологических процессов производства мебели из металла и дерева. -Подбор материалов и технологий для достижения наилучшего качества продукции. -'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '49', 'name': 'Технолог'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130969102,False,Преподаватель по Дизайну,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Сыганак', 'building': '47', 'lat': 51.123091, 'lng': 71.434328, 'description': None, 'raw': 'Астана, улица Сыганак, 47', 'metro': None, 'metro_stations': [], 'id': '15362216'}",,,2026-03-04T14:57:16+0300,2026-03-04T14:57:16+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130969102,,False,,https://api.hh.ru/vacancies/130969102?host=hh.ru,https://hh.ru/vacancy/130969102,[],"{'id': '5245543', 'name': 'ITSTEP Academy Kazakhstan', 'url': 'https://api.hh.ru/employers/5245543', 'alternate_url': 'https://hh.ru/employer/5245543', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1413650.png', '90': 'https://img.hhcdn.ru/employer-logo/7274260.png', '240': 'https://img.hhcdn.ru/employer-logo/7274261.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5245543', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы в сфере дизайна не менее 1года. Наличие готового портфолио/практических работ. Умение работать с разной возрастной категорией...', 'responsibility': 'Помощь студентам в выполнении проектов и освоении современных инструментов <highlighttext>разработки</highlighttext>. Участие в <highlighttext>разработке</highlighttext> и улучшении учебных программ. Оценка знаний и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'OTHER', 'name': 'Другое'}]",False,[],False,"[{'id': '132', 'name': 'Учитель, преподаватель, педагог'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130878043,False,Юрист,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'проспект Республики', 'building': '24', 'lat': 51.165132, 'lng': 71.428345, 'description': None, 'raw': 'Астана, проспект Республики, 24', 'metro': None, 'metro_stations': [], 'id': '21600565'}",,,2026-03-02T12:27:15+0300,2026-03-02T12:27:15+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130878043,,False,,https://api.hh.ru/vacancies/130878043?host=hh.ru,https://hh.ru/vacancy/130878043,[],"{'id': '774782', 'name': 'Трест Средазэнергомонтаж, АО', 'url': 'https://api.hh.ru/employers/774782', 'alternate_url': 'https://hh.ru/employer/774782', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/2719428.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/2719429.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/2719430.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=774782', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Высшее юридическое образование. Опыт работы по специальности не менее 3 лет. Опыт работы с тендерами, претензионно-исковой работы, работы с...', 'responsibility': 'Договорная работа (<highlighttext>разработка</highlighttext>, составление, правовая экспертиза и анализ любого рода договоров, приоритет – подрядные договоры). Претензионно-исковая работа (опыт судебной практики...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",True,[],False,"[{'id': '146', 'name': 'Юрист'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130864310,False,Manager of the Department of Documentation Support,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'проспект Кабанбай батыра', 'building': '53блокС2', 'lat': 51.0906500741702, 'lng': 71.39565609521485, 'description': None, 'raw': 'Астана, проспект Кабанбай батыра, 53блокС2', 'metro': None, 'metro_stations': [], 'id': '23780216'}",,,2026-03-02T09:15:12+0300,2026-03-02T09:15:12+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130864310,,False,,https://api.hh.ru/vacancies/130864310?host=hh.ru,https://hh.ru/vacancy/130864310,[],"{'id': '734745', 'name': 'Nazarbayev University', 'url': 'https://api.hh.ru/employers/734745', 'alternate_url': 'https://hh.ru/employer/734745', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/502167.png', '90': 'https://img.hhcdn.ru/employer-logo-round/502168.png', '240': 'https://img.hhcdn.ru/employer-logo-round/502169.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=734745', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': '1) Higher education (preferably in the field of document management and archiving, philology and linguistics or similar fields). ', 'responsibility': '7) consults University employees on work in the electronic document management system and Repository, interacts with system administrators and <highlighttext>developers</highlighttext>...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '93', 'name': 'Переводчик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130908192,False,Дизайнер в мебельную компанию,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 500000, 'to': 1500000, 'currency': 'KZT', 'gross': True}","{'from': 500000, 'to': 1500000, 'currency': 'KZT', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': None}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'проспект Улы Дала', 'building': '54', 'lat': 51.097492, 'lng': 71.407603, 'description': None, 'raw': 'Астана, проспект Улы Дала, 54', 'metro': None, 'metro_stations': [], 'id': '19755508'}",,,2026-03-03T08:43:46+0300,2026-03-03T08:43:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130908192,,True,,https://api.hh.ru/vacancies/130908192?host=hh.ru,https://hh.ru/vacancy/130908192,[],"{'id': '10160065', 'name': 'STONE&MEBEL', 'url': 'https://api.hh.ru/employers/10160065', 'alternate_url': 'https://hh.ru/employer/10160065', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/6188280.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/6188281.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/6188282.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10160065', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы на данной позиции будет преимуществом, также приветствуется опыт работы дизайнером интерьера, обучим основам в дизайне мебели. - ', 'responsibility': 'Консультация клиентов с приглашением в шоу-рум. - <highlighttext>Разработка</highlighttext> дизайн-проектов и расчет стоимости. - Создание 3D-визуализаций, эскизов. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '34', 'name': 'Дизайнер, художник'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130910525,False,"Manager, Distribution, Offline & Onboard Sales",,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}",,,"{'id': 'open', 'name': 'Открытая'}",,,,2026-03-03T09:30:03+0300,2026-03-03T09:30:03+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130910525,,False,,https://api.hh.ru/vacancies/130910525?host=hh.ru,https://hh.ru/vacancy/130910525,[],"{'id': '1842017', 'name': 'VIETJET QAZAQSTAN', 'url': 'https://api.hh.ru/employers/1842017', 'alternate_url': 'https://hh.ru/employer/1842017', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1482487.png', '90': 'https://img.hhcdn.ru/employer-logo/12220322.png', '240': 'https://img.hhcdn.ru/employer-logo/12220323.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1842017', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Higher education (preferably in commerce, logistics, or aviation). Minimum 2 years of experience in B2B, agency, or corporate...', 'responsibility': 'Manage relationships with travel agencies, corporate clients, and partners. <highlighttext>Develop</highlighttext> offline sales strategies and oversee onboard product offerings (duty-free...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],[],"[{'id': 'HOURS_8', 'name': '8\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}]",False,[],False,"[{'id': '27', 'name': 'Геодезист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130499888,False,Бизнес-ассистент генерального директора,,False,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 500000, 'to': None, 'currency': 'KZT', 'gross': True}","{'from': 500000, 'to': None, 'currency': 'KZT', 'gross': True, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'MONTHLY', 'name': 'Раз в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'проспект Туран', 'building': '34В', 'lat': 51.122684, 'lng': 71.404504, 'description': None, 'raw': 'Астана, проспект Туран, 34В', 'metro': None, 'metro_stations': [], 'id': '17247581'}",,,2026-03-06T17:13:31+0300,2026-03-06T17:13:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130499888,,True,,https://api.hh.ru/vacancies/130499888?host=hh.ru,https://hh.ru/vacancy/130499888,[],"{'id': '11659708', 'name': 'Jana Men', 'url': 'https://api.hh.ru/employers/11659708', 'alternate_url': 'https://hh.ru/employer/11659708', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1446260.png', '90': 'https://img.hhcdn.ru/employer-logo/7404664.png', '240': 'https://img.hhcdn.ru/employer-logo/7404665.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11659708', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы бизнес-ассистентом, личным помощником или секретарём от 1 года. Высокая организованность, внимательность и умение расставлять приоритеты. ', 'responsibility': 'Контроль исполнения критически важных бизнес-процессов и соблюдения дедлайнов. Участие в <highlighttext>разработке</highlighttext> стратегии компании и запуске новых проектов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}]","[{'id': 'HOURS_7', 'name': '7 часов'}]","[{'id': 'SIX_ON_ONE_OFF', 'name': '6/1'}]",True,"[{'id': 'SELF_EMPLOYED', 'name': 'с\xa0самозанятым'}, {'id': 'INDIVIDUAL_ENTREPRENEUR', 'name': 'с\xa0ИП'}, {'id': 'INDIVIDUAL_PERSON', 'name': 'с\xa0физлицом'}]",False,"[{'id': '110', 'name': 'Секретарь, помощник руководителя, ассистент'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130736847,False,Оператор удаленного колл-центра,,True,False,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 200000, 'to': None, 'currency': 'KZT', 'gross': False}","{'from': 200000, 'to': None, 'currency': 'KZT', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'TWICE_PER_MONTH', 'name': 'Два раза в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}",,,,2026-03-09T10:04:56+0300,2026-03-09T10:04:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130736847,,True,,https://api.hh.ru/vacancies/130736847?host=hh.ru,https://hh.ru/vacancy/130736847,[],"{'id': '3008507', 'name': 'Смартер Казахстан', 'url': 'https://api.hh.ru/employers/3008507', 'alternate_url': 'https://hh.ru/employer/3008507', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/3407172.png', '90': 'https://img.hhcdn.ru/employer-logo-round/3407173.png', '240': 'https://img.hhcdn.ru/employer-logo-round/3407174.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3008507', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Грамотная устная и письменная речь, хорошая скорость печати. Умение и желание много общаться с людьми. Исправная гарнитура (наушники с микрофоном...', 'responsibility': 'Звонить по готовой базе контактов и подключать заинтересованным пользователям интернет, кабельное телевидение, антивирусы, сим-карты. Проводить презентации продукта по заранее...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно сменами по\xa04-6\xa0часов в\xa0день'}]",[],False,[],"[{'id': 'REMOTE', 'name': 'Удалённо'}]","[{'id': 'HOURS_4', 'name': '4\xa0часа'}, {'id': 'HOURS_5', 'name': '5 часов'}, {'id': 'HOURS_8', 'name': '8\xa0часов'}, {'id': 'HOURS_12', 'name': '12\xa0часов'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}, {'id': 'TWO_ON_TWO_OFF', 'name': '2/2'}]",False,[],False,"[{'id': '83', 'name': 'Оператор call-центра, специалист контактного центра'}]",True,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
130835017,False,Архитектор-генпланист начинающий,,False,True,"{'id': '159', 'name': 'Астана', 'url': 'https://api.hh.ru/areas/159'}","{'from': 100000, 'to': None, 'currency': 'KZT', 'gross': False}","{'from': 100000, 'to': None, 'currency': 'KZT', 'gross': False, 'mode': {'id': 'MONTH', 'name': 'За\xa0месяц'}, 'frequency': {'id': 'MONTHLY', 'name': 'Раз в\xa0месяц'}}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Астана', 'street': 'улица Сыганак', 'building': '54А', 'lat': 51.124142, 'lng': 71.418113, 'description': None, 'raw': 'Астана, улица Сыганак, 54А', 'metro': None, 'metro_stations': [], 'id': '19799941'}",,,2026-02-27T14:59:47+0300,2026-02-27T14:59:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=130835017,,False,,https://api.hh.ru/vacancies/130835017?host=hh.ru,https://hh.ru/vacancy/130835017,[],"{'id': '5702629', 'name': 'Eurasia Design', 'url': 'https://api.hh.ru/employers/5702629', 'alternate_url': 'https://hh.ru/employer/5702629', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/5820808.png', '90': 'https://img.hhcdn.ru/employer-logo-round/5820809.png', '240': 'https://img.hhcdn.ru/employer-logo-round/5820810.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5702629', 'country_id': 3, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Профильное архитектурное образование (выпускник). Интерес к градостроительству и территориальному развитию. Владение AutoCAD, знание Civil 3D будет преимуществом. ', 'responsibility': None}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,[],"[{'id': 'ON_SITE', 'name': 'На\xa0месте работодателя'}, {'id': 'HYBRID', 'name': 'Гибрид'}]","[{'id': 'HOURS_8', 'name': '8\xa0часов'}, {'id': 'FLEXIBLE', 'name': 'По\xa0договорённости'}, {'id': 'OTHER', 'name': 'Другое'}]","[{'id': 'FIVE_ON_TWO_OFF', 'name': '5/2'}, {'id': 'FLEXIBLE', 'name': 'Свободный'}]",True,[],False,"[{'id': '14', 'name': 'Архитектор'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}","{'id': 'FULL', 'name': 'Полная'}",False,,False,,,
